date_cleaned,topic_split,count
2023-04-06,politics and elections and economics,6
2023-04-06,sports,6
2023-04-07,armed conflicts and attacks,2
2023-04-07,law and crime and politics,2
2023-04-08,armed conflicts and attacks,4
2023-04-08,disasters and accidents,4
2023-04-08,international relations,4
2023-04-08,law and crime and politics,4
2023-04-09,armed conflicts and attacks,3
2023-04-09,disasters and accidents,3
2023-04-09,politics and elections and economics,3
2023-04-10,armed conflicts and attacks,5
2023-04-10,business and economics,5
2023-04-10,disasters and accidents,5
2023-04-10,law and crime and politics,5
2023-04-10,politics and elections and economics,5
2023-04-11,armed conflicts and attacks,8
2023-04-11,arts and culture,8
2023-04-11,disasters and accidents,8
2023-04-11,health and environment,8
2023-04-11,international relations,8
2023-04-11,law and crime and politics,8
2023-04-11,politics and elections and economics,8
2023-04-11,sports,8
2023-04-12,armed conflicts and attacks,5
2023-04-12,business and economics,5
2023-04-12,disasters and accidents,5
2023-04-12,international relations,5
2023-04-12,law and crime and politics,5
2023-04-13,armed conflicts and attacks,5
2023-04-13,disasters and accidents,5
2023-04-13,international relations,5
2023-04-13,law and crime and politics,5
2023-04-13,politics and elections and economics,5
2023-04-14,armed conflicts and attacks,5
2023-04-14,disasters and accidents,5
2023-04-14,health and environment,5
2023-04-14,law and crime and politics,5
2023-04-14,science and technology,5
2023-04-15,armed conflicts and attacks,8
2023-04-15,business and economics,8
2023-04-15,disasters and accidents,8
2023-04-15,health and environment,8
2023-04-15,international relations,8
2023-04-15,law and crime and politics,8
2023-04-15,science and technology,8
2023-04-15,sports,8
2023-04-16,armed conflicts and attacks,4
2023-04-16,international relations,4
2023-04-16,politics and elections and economics,4
2023-04-16,science and technology,4
2023-04-17,armed conflicts and attacks,5
2023-04-17,health and environment,5
2023-04-17,international relations,5
2023-04-17,law and crime and politics,5
2023-04-17,sports,5
2023-04-18,armed conflicts and attacks,5
2023-04-18,business and economics,5
2023-04-18,disasters and accidents,5
2023-04-18,international relations,5
2023-04-18,law and crime and politics,5
2023-04-19,armed conflicts and attacks,7
2023-04-19,business and economics,7
2023-04-19,disasters and accidents,7
2023-04-19,health and environment,7
2023-04-19,international relations,7
2023-04-19,law and crime and politics,7
2023-04-19,politics and elections and economics,7
2023-04-20,armed conflicts and attacks,5
2023-04-20,business and economics,5
2023-04-20,law and crime and politics,5
2023-04-20,politics and elections and economics,5
2023-04-20,science and technology,5
2023-04-21,armed conflicts and attacks,6
2023-04-21,arts and culture,6
2023-04-21,business and economics,6
2023-04-21,disasters and accidents,6
2023-04-21,law and crime and politics,6
2023-04-21,politics and elections and economics,6
2023-04-22,armed conflicts and attacks,3
2023-04-22,disasters and accidents,3
2023-04-22,international relations,3
2023-04-23,armed conflicts and attacks,6
2023-04-23,business and economics,6
2023-04-23,disasters and accidents,6
2023-04-23,law and crime and politics,6
2023-04-23,politics and elections and economics,6
2023-04-23,science and technology,6
2023-04-24,armed conflicts and attacks,6
2023-04-24,business and economics,6
2023-04-24,disasters and accidents,6
2023-04-24,law and crime and politics,6
2023-04-24,politics and elections and economics,6
2023-04-24,science and technology,6
2023-04-25,armed conflicts and attacks,4
2023-04-25,international relations,4
2023-04-25,politics and elections and economics,4
2023-04-25,science and technology,4
2023-04-26,armed conflicts and attacks,6
2023-04-26,business and economics,6
2023-04-26,health and environment,6
2023-04-26,law and crime and politics,6
2023-04-26,politics and elections and economics,6
2023-04-26,sports,6
2023-04-27,armed conflicts and attacks,8
2023-04-27,arts and culture,8
2023-04-27,business and economics,8
2023-04-27,disasters and accidents,8
2023-04-27,international relations,8
2023-04-27,law and crime and politics,8
2023-04-27,politics and elections and economics,8
2023-04-27,sports,8
2023-04-28,armed conflicts and attacks,4
2023-04-28,disasters and accidents,4
2023-04-28,international relations,4
2023-04-28,law and crime and politics,4
2023-04-29,armed conflicts and attacks,5
2023-04-29,disasters and accidents,5
2023-04-29,health and environment,5
2023-04-29,politics and elections and economics,5
2023-04-29,sports,5
2023-04-30,armed conflicts and attacks,5
2023-04-30,disasters and accidents,5
2023-04-30,law and crime and politics,5
2023-04-30,politics and elections and economics,5
2023-04-30,sports,5
2023-05-01,armed conflicts and attacks,5
2023-05-01,business and economics,5
2023-05-01,disasters and accidents,5
2023-05-01,politics and elections and economics,5
2023-05-01,sports,5
2023-05-02,armed conflicts and attacks,5
2023-05-02,business and economics,5
2023-05-02,disasters and accidents,5
2023-05-02,law and crime and politics,5
2023-05-02,politics and elections and economics,5
2023-05-03,armed conflicts and attacks,5
2023-05-03,business and economics,5
2023-05-03,disasters and accidents,5
2023-05-03,law and crime and politics,5
2023-05-03,science and technology,5
2023-05-04,armed conflicts and attacks,3
2023-05-04,business and economics,3
2023-05-04,law and crime and politics,3
2023-05-05,armed conflicts and attacks,6
2023-05-05,business and economics,6
2023-05-05,disasters and accidents,6
2023-05-05,health and environment,6
2023-05-05,international relations,6
2023-05-05,law and crime and politics,6
2023-05-06,armed conflicts and attacks,6
2023-05-06,disasters and accidents,6
2023-05-06,law and crime and politics,6
2023-05-06,politics and elections and economics,6
2023-05-06,science and technology,6
2023-05-06,sports,6
2023-05-07,armed conflicts and attacks,5
2023-05-07,disasters and accidents,5
2023-05-07,international relations,5
2023-05-07,law and crime and politics,5
2023-05-07,politics and elections and economics,5
2023-05-08,armed conflicts and attacks,3
2023-05-08,disasters and accidents,3
2023-05-08,law and crime and politics,3
2023-05-09,armed conflicts and attacks,3
2023-05-09,international relations,3
2023-05-09,law and crime and politics,3
2023-05-10,armed conflicts and attacks,4
2023-05-10,disasters and accidents,4
2023-05-10,international relations,4
2023-05-10,law and crime and politics,4
2023-05-11,armed conflicts and attacks,7
2023-05-11,business and economics,7
2023-05-11,disasters and accidents,7
2023-05-11,health and environment,7
2023-05-11,law and crime and politics,7
2023-05-11,politics and elections and economics,7
2023-05-11,science and technology,7
2023-05-12,armed conflicts and attacks,7
2023-05-12,business and economics,7
2023-05-12,disasters and accidents,7
2023-05-12,international relations,7
2023-05-12,law and crime and politics,7
2023-05-12,other current events,7
2023-05-12,sports,7
2023-05-13,armed conflicts and attacks,4
2023-05-13,arts and culture,4
2023-05-13,international relations,4
2023-05-13,politics and elections and economics,4
2023-05-14,armed conflicts and attacks,4
2023-05-14,disasters and accidents,4
2023-05-14,international relations,4
2023-05-14,politics and elections and economics,4
2023-05-15,business and economics,4
2023-05-15,disasters and accidents,4
2023-05-15,international relations,4
2023-05-15,law and crime and politics,4
2023-05-16,armed conflicts and attacks,6
2023-05-16,disasters and accidents,6
2023-05-16,international relations,6
2023-05-16,law and crime and politics,6
2023-05-16,politics and elections and economics,6
2023-05-16,science and technology,6
2023-05-17,armed conflicts and attacks,6
2023-05-17,disasters and accidents,6
2023-05-17,health and environment,6
2023-05-17,international relations,6
2023-05-17,law and crime and politics,6
2023-05-17,politics and elections and economics,6
2023-05-18,armed conflicts and attacks,3
2023-05-18,disasters and accidents,3
2023-05-18,law and crime and politics,3
2023-05-19,disasters and accidents,5
2023-05-19,health and environment,5
2023-05-19,international relations,5
2023-05-19,law and crime and politics,5
2023-05-19,politics and elections and economics,5
2023-05-20,armed conflicts and attacks,4
2023-05-20,disasters and accidents,4
2023-05-20,law and crime and politics,4
2023-05-20,sports,4
2023-05-21,armed conflicts and attacks,4
2023-05-21,disasters and accidents,4
2023-05-21,law and crime and politics,4
2023-05-21,politics and elections and economics,4
2023-05-22,armed conflicts and attacks,6
2023-05-22,business and economics,6
2023-05-22,disasters and accidents,6
2023-05-22,health and environment,6
2023-05-22,international relations,6
2023-05-22,law and crime and politics,6
2023-05-23,armed conflicts and attacks,4
2023-05-23,disasters and accidents,4
2023-05-23,health and environment,4
2023-05-23,law and crime and politics,4
2023-05-24,armed conflicts and attacks,5
2023-05-24,disasters and accidents,5
2023-05-24,international relations,5
2023-05-24,politics and elections and economics,5
2023-05-24,science and technology,5
2023-05-25,armed conflicts and attacks,5
2023-05-25,business and economics,5
2023-05-25,international relations,5
2023-05-25,law and crime and politics,5
2023-05-25,science and technology,5
2023-05-26,armed conflicts and attacks,3
2023-05-26,international relations,3
2023-05-26,politics and elections and economics,3
2023-05-27,armed conflicts and attacks,5
2023-05-27,disasters and accidents,5
2023-05-27,health and environment,5
2023-05-27,law and crime and politics,5
2023-05-27,politics and elections and economics,5
2023-05-28,armed conflicts and attacks,6
2023-05-28,arts and culture,6
2023-05-28,business and economics,6
2023-05-28,disasters and accidents,6
2023-05-28,politics and elections and economics,6
2023-05-28,sports,6
2023-05-29,armed conflicts and attacks,5
2023-05-29,disasters and accidents,5
2023-05-29,international relations,5
2023-05-29,law and crime and politics,5
2023-05-29,politics and elections and economics,5
2023-05-30,armed conflicts and attacks,6
2023-05-30,business and economics,6
2023-05-30,disasters and accidents,6
2023-05-30,law and crime and politics,6
2023-05-30,other current events,6
2023-05-30,science and technology,6
2023-05-31,armed conflicts and attacks,8
2023-05-31,arts and culture,8
2023-05-31,disasters and accidents,8
2023-05-31,international relations,8
2023-05-31,law and crime and politics,8
2023-05-31,politics and elections and economics,8
2023-05-31,science and technology,8
2023-05-31,sports,8
2023-06-01,armed conflicts and attacks,4
2023-06-01,disasters and accidents,4
2023-06-01,law and crime and politics,4
2023-06-01,politics and elections and economics,4
2023-06-02,armed conflicts and attacks,6
2023-06-02,arts and culture,6
2023-06-02,disasters and accidents,6
2023-06-02,health and environment,6
2023-06-02,international relations,6
2023-06-02,law and crime and politics,6
2023-06-03,armed conflicts and attacks,6
2023-06-03,business and economics,6
2023-06-03,disasters and accidents,6
2023-06-03,law and crime and politics,6
2023-06-03,politics and elections and economics,6
2023-06-03,sports,6
2023-06-04,armed conflicts and attacks,4
2023-06-04,business and economics,4
2023-06-04,disasters and accidents,4
2023-06-04,politics and elections and economics,4
2023-06-05,armed conflicts and attacks,6
2023-06-05,business and economics,6
2023-06-05,disasters and accidents,6
2023-06-05,law and crime and politics,6
2023-06-05,politics and elections and economics,6
2023-06-05,science and technology,6
2023-06-06,armed conflicts and attacks,5
2023-06-06,disasters and accidents,5
2023-06-06,law and crime and politics,5
2023-06-06,politics and elections and economics,5
2023-06-06,sports,5
2023-06-07,arts and culture,5
2023-06-07,disasters and accidents,5
2023-06-07,politics and elections and economics,5
2023-06-07,science and technology,5
2023-06-07,sports,5
2023-06-08,armed conflicts and attacks,4
2023-06-08,disasters and accidents,4
